id_transaksi,tanggal,nama_pelanggan,produk,kategori_produk,jumlah,harga_satuan,total_harga,diskon_persen,biaya_pengiriman,total_akhir,metode_pembayaran,kota,rating_pelanggan,status_pengiriman,channel_penjualan
756,2025-10-10,Rara,"Kopi Bubuk 1kg",Groceries,4,197173,788692,0,31025,819717,E-Wallet,Jakarta,3.9,Selesai,Website
757,2025-10-31,Hendra,"Jam Tangan Casio",Fashion,5,139562,697810,0,34216,732026,COD,Bali,4.6,Dikirim,"Mobile App"
758,2025-10-02,Siti,"Jaket Hoodie",Fashion,5,186057,930285,5,28267,912038,COD,Depok,4.4,Selesai,"Mobile App"
759,2025-10-29,Yoga,"Shampo Pantene",Kecantikan,3,52653,157959,5,28072,178133,"Kartu Kredit",Bandung,4.4,Selesai,"Mobile App"
760,2025-10-01,Mega,"Masker Naturgo",Kecantikan,1,62925,62925,15,17091,70577.2,Debit,Surabaya,4.9,Selesai,Website
761,2025-10-24,Nina,"Blender Philips",Elektronik,2,4688850,9377700,0,26408,9404100,"Kartu Kredit",Bekasi,4.5,Selesai,"Mobile App"
762,2025-10-07,Asep,"Blender Philips",Elektronik,3,11336300,34009000,20,12015,27219200,"Kartu Kredit",Bali,4.4,Selesai,Marketplace
763,2025-10-09,Rifki,"Serum Wajah",Kecantikan,1,55614,55614,0,24778,80392,COD,Bandung,3.7,Dikirim,"Mobile App"
764,2025-10-12,Putri,"Speaker JBL",Elektronik,2,13456400,26912900,5,47535,25614800,E-Wallet,Bali,4.2,Selesai,"Mobile App"
765,2025-10-28,Bayu,"Sendal Adidas",Fashion,3,148205,444615,10,37193,437346,E-Wallet,Tangerang,3.9,Selesai,Website
766,2025-10-17,Agus,"Kemeja Putih",Fashion,2,78234,156468,0,48566,205034,"Kartu Kredit",Bekasi,4.1,Selesai,"Mobile App"
767,2025-10-14,Dewanto,"Laptop Asus",Elektronik,5,8244420,41222100,15,32001,35070800,E-Wallet,Jakarta,4.7,Selesai,"Mobile App"
768,2025-10-23,Eka,"Minyak Goreng 2L",Groceries,5,38031,190155,0,45119,235274,COD,Bekasi,4.6,Dikirim,Website
769,2025-10-23,Rifki,"Tas Kulit",Fashion,4,218032,872128,15,17529,758838,"Kartu Kredit",Tangerang,4.1,Selesai,"Mobile App"
770,2025-10-07,Eka,"Laptop Asus",Elektronik,5,11351700,56758700,20,16662,45423600,COD,Jakarta,4.2,Selesai,Website
771,2025-10-23,Andi,"Tepung Terigu 1kg",Groceries,4,281274,1125100,0,25173,1150270,E-Wallet,Depok,4.5,Selesai,"Mobile App"
772,2025-10-05,Wulan,"Masker Naturgo",Kecantikan,1,238325,238325,0,36714,275039,"Kartu Kredit",Tangerang,4.7,Selesai,"Mobile App"
773,2025-10-30,Tono,"Celana Jeans",Fashion,2,111114,222228,0,35489,257717,"Kartu Kredit",Medan,4.6,Selesai,"Mobile App"
774,2025-10-26,Yoga,"Kipas Angin Miyako",Elektronik,5,4728470,23642400,0,20704,23663100,Debit,Tangerang,4.1,Selesai,Website
775,2025-10-30,Dewanto,"Sabun Cuci",Groceries,4,280065,1120260,0,27274,1147530,Debit,Depok,3.6,Dikirim,Website
776,2025-10-17,Citra,"Minyak Goreng 2L",Groceries,4,236551,946204,5,11061,909955,COD,Depok,4.5,Selesai,Marketplace
777,2025-10-19,Asep,"Masker Naturgo",Kecantikan,5,99893,499465,0,12491,511956,"Kartu Kredit",Bali,4.4,Selesai,"Mobile App"
778,2025-10-25,Dewi,"Headset Sony",Elektronik,5,1156730,5783660,5,35230,5529710,Debit,Bekasi,5,Selesai,Marketplace
779,2025-10-08,Dewanto,"Telur 1kg",Groceries,5,93377,466885,0,15330,482215,E-Wallet,Tangerang,3.8,Dikirim,Website
780,2025-10-25,Fani,"Sendal Adidas",Fashion,2,50241,100482,0,12223,112705,E-Wallet,Bekasi,3.6,Selesai,"Mobile App"
781,2025-10-28,Hendra,"Eyeliner Revlon",Kecantikan,1,166755,166755,25,41320,166386,Debit,Bali,4.7,Selesai,"Mobile App"
782,2025-10-13,Putri,"Parfum Dior",Kecantikan,3,159857,479571,15,13340,420975,Debit,Bali,4.2,Selesai,"Mobile App"
783,2025-10-09,Adit,"Beras 5kg",Groceries,1,109318,109318,5,37974,141826,COD,Depok,3.9,Selesai,Marketplace
784,2025-10-09,Sari,"Sweater Rajut",Fashion,3,216562,649686,0,45959,695645,COD,Bekasi,4.9,Dibatalkan,"Mobile App"
785,2025-10-15,Arif,"iPhone 15",Elektronik,2,5545660,11091300,20,42577,8915640,Debit,Jakarta,4.4,Dikirim,"Mobile App"
786,2025-10-21,Rian,"Sabun Muka Garnier",Kecantikan,4,165597,662388,5,34051,663320,E-Wallet,Bekasi,4.2,Selesai,"Mobile App"
787,2025-10-26,Rara,"Gula Pasir 1kg",Groceries,3,128243,384729,0,14078,398807,E-Wallet,Medan,4.3,Selesai,Marketplace
788,2025-10-15,Yusuf,"Masker Naturgo",Kecantikan,1,287348,287348,0,36592,323940,COD,Depok,4.2,Selesai,"Mobile App"
789,2025-10-24,Adit,"Tas Kulit",Fashion,1,290103,290103,15,28131,274719,E-Wallet,Bekasi,3.6,Selesai,Marketplace
790,2025-10-17,Asep,"Lipstik Wardah",Kecantikan,2,47687,95374,0,14591,109965,E-Wallet,Jakarta,4.9,Selesai,"Mobile App"
791,2025-10-04,Rahmat,"Masker Naturgo",Kecantikan,2,251592,503184,0,15273,518457,"Kartu Kredit",Bekasi,3.7,Selesai,Marketplace
792,2025-10-18,Lusi,"Headset Sony",Elektronik,1,6236850,6236850,10,24305,5637470,COD,Medan,4.6,Selesai,Website
793,2025-10-12,Yoga,"Topi Baseball",Fashion,2,66353,132706,0,13547,146253,E-Wallet,Jakarta,3.6,Selesai,Website
794,2025-10-26,Dewanto,"Masker Naturgo",Kecantikan,4,169577,678308,15,40672,617234,COD,Bekasi,4,Selesai,"Mobile App"
795,2025-10-11,Rifki,"Sendal Adidas",Fashion,4,22634,90536,15,43169,120125,E-Wallet,Depok,4.9,Selesai,"Mobile App"
796,2025-10-15,Eka,"Tepung Terigu 1kg",Groceries,2,115023,230046,20,39570,223607,COD,Surabaya,4.8,Selesai,Website
797,2025-10-24,Lina,"Beras 5kg",Groceries,4,284898,1139590,10,23949,1049580,E-Wallet,Depok,4.4,Selesai,Website
798,2025-10-31,Vina,"Gula Pasir 1kg",Groceries,4,112329,449316,15,31336,413255,COD,Tangerang,4.6,Selesai,Website
799,2025-10-31,Rahmat,"Sabun Cuci",Groceries,2,196032,392064,10,18777,371635,"Kartu Kredit",Bekasi,4.5,Selesai,Marketplace
800,2025-10-05,Wulan,"Shampo Pantene",Kecantikan,2,153878,307756,5,26383,318751,COD,Surabaya,4.3,Selesai,"Mobile App"
801,2025-10-02,Rina,"Kopi Bubuk 1kg",Groceries,5,239908,1199540,0,19198,1218740,E-Wallet,Bekasi,3.9,Selesai,"Mobile App"
802,2025-10-11,Tono,"Kaos Polos",Fashion,5,35399,176995,5,27324,195469,E-Wallet,Tangerang,3.9,Dibatalkan,Website
803,2025-10-04,Bella,"Jam Tangan Casio",Fashion,4,211553,846212,0,49084,895296,Debit,Bandung,4.3,Selesai,"Mobile App"
804,2025-10-08,Fajar,"Sweater Rajut",Fashion,2,30737,61474,0,41268,102742,Debit,Jakarta,3.8,Selesai,Marketplace
805,2025-10-08,Mega,"Parfum Dior",Kecantikan,4,232164,928656,0,26150,954806,E-Wallet,Jakarta,4.9,Selesai,"Mobile App"
806,2025-10-11,Dina,"Sepatu Nike Air",Fashion,1,90052,90052,20,27259,99300.6,E-Wallet,Surabaya,3.7,Selesai,Website
807,2025-10-02,Dewi,"Masker Naturgo",Kecantikan,3,211659,634977,0,28983,663960,COD,Tangerang,4.3,Selesai,"Mobile App"
808,2025-10-20,Putra,"Kamera Canon EOS",Elektronik,2,5515460,11030900,0,27485,11058400,COD,Tangerang,4.5,Selesai,Website
809,2025-10-17,Nando,"Hair Dryer Philips",Kecantikan,3,83793,251379,5,15450,254260,COD,Depok,3.8,Selesai,"Mobile App"
810,2025-10-11,Yusuf,"Sabun Cuci",Groceries,3,119808,359424,5,44477,385930,"Kartu Kredit",Surabaya,4.2,Selesai,"Mobile App"
811,2025-10-18,Rahmat,"Susu UHT 1L",Groceries,4,299317,1197270,10,26724,1104270,COD,Bandung,3.7,Selesai,Website
812,2025-10-03,Edo,"Kaos Polos",Fashion,2,295276,590552,0,23751,614303,E-Wallet,Depok,4.5,Selesai,"Mobile App"
813,2025-10-31,Tono,"Sendal Adidas",Fashion,1,234786,234786,0,30825,265611,"Kartu Kredit",Medan,3.8,Pending,Website
814,2025-10-27,Arif,"Tepung Terigu 1kg",Groceries,4,233344,933376,0,11307,944683,E-Wallet,Tangerang,4.1,Pending,Website
815,2025-10-21,Vina,"Topi Baseball",Fashion,1,159578,159578,0,48321,207899,E-Wallet,Jakarta,4,Selesai,"Mobile App"
816,2025-10-07,Ahmad,"Printer Canon",Elektronik,4,3656620,14626500,0,42395,14668900,Debit,Medan,3.6,Selesai,"Mobile App"
817,2025-10-10,Sari,"Serum Wajah",Kecantikan,1,223978,223978,10,39386,240966,E-Wallet,Medan,4.4,Selesai,Website
818,2025-10-08,Tari,"Jaket Hoodie",Fashion,4,191474,765896,10,33269,722575,E-Wallet,Depok,4.3,Dikirim,"Mobile App"
819,2025-10-13,Lina,"Pasta Gigi",Groceries,1,177540,177540,10,12613,172399,"Kartu Kredit",Bali,4.2,Selesai,"Mobile App"
820,2025-10-18,Mega,"Lipstik Wardah",Kecantikan,2,21381,42762,5,15365,55988.9,"Kartu Kredit",Surabaya,3.9,Selesai,Marketplace
821,2025-10-17,Eka,"Kaos Polos",Fashion,5,120011,600055,5,37817,607869,E-Wallet,Bekasi,4.5,Selesai,"Mobile App"
822,2025-10-22,Bella,"Speaker JBL",Elektronik,2,4479550,8959100,0,40670,8999770,"Kartu Kredit",Tangerang,4.2,Dikirim,"Mobile App"
823,2025-10-20,Dina,"Blender Philips",Elektronik,3,6694730,20084200,5,16694,19096700,"Kartu Kredit",Tangerang,4,Selesai,"Mobile App"
824,2025-10-17,Tono,"TV Samsung 43 Inch",Elektronik,3,4831620,14494900,5,23418,13793500,COD,Tangerang,3.5,Selesai,Marketplace
825,2025-10-31,Budi,"Eyeliner Revlon",Kecantikan,5,263262,1316310,0,33594,1349900,Debit,Jakarta,4.6,Selesai,Website
826,2025-10-11,Nadia,"Smartwatch Xiaomi",Elektronik,2,762375,1524750,5,12860,1461370,COD,Medan,4.7,Selesai,Website
827,2025-10-06,Lina,"Headset Sony",Elektronik,2,8971120,17942200,10,32585,16180600,COD,Bali,4.7,Selesai,"Mobile App"
828,2025-10-27,Desi,"Celana Jeans",Fashion,1,75362,75362,5,33141,104735,Debit,Jakarta,3.7,Dikirim,Website
829,2025-10-03,Rian,"Masker Naturgo",Kecantikan,4,24796,99184,20,28437,107784,E-Wallet,Jakarta,3.8,Selesai,Website
830,2025-10-17,Edo,"Minyak Goreng 2L",Groceries,5,151675,758375,5,48848,769304,"Kartu Kredit",Bekasi,4.9,Selesai,Website
831,2025-10-21,Rifki,"Sepatu Nike Air",Fashion,4,298613,1194450,5,30527,1165260,E-Wallet,Bali,4.4,Dikirim,"Mobile App"
832,2025-10-06,Andi,"Tepung Terigu 1kg",Groceries,3,15774,47322,5,47603,92558.9,COD,Bandung,3.9,Selesai,Marketplace
833,2025-10-22,Putri,"Minyak Goreng 2L",Groceries,1,295876,295876,5,44639,325721,Debit,Bekasi,3.8,Selesai,"Mobile App"
834,2025-10-04,Anita,"Headset Sony",Elektronik,5,13552400,67762200,0,24911,67787100,Debit,Bekasi,4.9,Pending,"Mobile App"
835,2025-10-19,Ridwan,"Printer Canon",Elektronik,1,12244700,12244700,10,27475,11047700,E-Wallet,Jakarta,4.6,Selesai,Website
836,2025-10-13,Tono,"Sendal Adidas",Fashion,1,73098,73098,15,24894,87027.3,"Kartu Kredit",Bekasi,4,Selesai,Marketplace
837,2025-10-27,Nadia,"Blender Philips",Elektronik,3,1634350,4903040,5,45972,4703860,E-Wallet,Depok,3.6,Selesai,Marketplace
838,2025-10-18,Anita,"Printer Canon",Elektronik,2,14778600,29557200,15,47786,25171400,"Kartu Kredit",Bandung,4.3,Dikirim,"Mobile App"
839,2025-10-05,Sari,"Laptop Asus",Elektronik,5,1677210,8386060,0,19569,8405620,E-Wallet,Bekasi,3.5,Pending,Website
840,2025-10-13,Fani,"Sabun Muka Garnier",Kecantikan,2,162595,325190,10,47065,339736,COD,Tangerang,3.8,Selesai,Website
841,2025-10-28,Tono,"Laptop Asus",Elektronik,4,1594930,6379730,15,25829,5448600,Debit,Depok,3.5,Dikirim,"Mobile App"
842,2025-10-30,Adit,"Parfum Dior",Kecantikan,2,181523,363046,0,43914,406960,"Kartu Kredit",Medan,4.5,Selesai,"Mobile App"
843,2025-10-30,Miko,"TV Samsung 43 Inch",Elektronik,1,11308100,11308100,25,29040,8510080,COD,Medan,4.7,Selesai,Website
844,2025-10-08,Bella,"Minyak Goreng 2L",Groceries,3,68837,206511,0,41334,247845,E-Wallet,Tangerang,4.1,Selesai,Marketplace
845,2025-10-13,Putri,"Topi Baseball",Fashion,3,211423,634269,0,47584,681853,Debit,Jakarta,4.2,Selesai,Website
846,2025-10-01,Tari,"Serum Wajah",Kecantikan,4,19335,77340,0,12455,89795,COD,Surabaya,4.9,Selesai,Marketplace
847,2025-10-02,Vina,"Bedak Maybelline",Kecantikan,1,252934,252934,25,43153,232854,COD,Bali,3.7,Selesai,"Mobile App"
848,2025-10-07,Maya,"Hair Dryer Philips",Kecantikan,1,132872,132872,0,28413,161285,"Kartu Kredit",Medan,4.4,Selesai,Marketplace
849,2025-10-13,Arif,"Smartwatch Xiaomi",Elektronik,1,8035600,8035600,0,48666,8084260,Debit,Jakarta,4.7,Selesai,Marketplace
850,2025-10-10,Dina,"Speaker JBL",Elektronik,4,8461160,33844700,5,16200,32168600,Debit,Bandung,4.1,Pending,Website
851,2025-10-22,Andi,"Sweater Rajut",Fashion,1,270893,270893,10,29083,272887,"Kartu Kredit",Jakarta,3.9,Selesai,Website
852,2025-10-06,Sari,"Masker Naturgo",Kecantikan,4,44699,178796,0,49777,228573,E-Wallet,Depok,4.3,Dikirim,"Mobile App"
853,2025-10-02,Siti,"Smartwatch Xiaomi",Elektronik,5,12710500,63552700,0,21138,63573800,E-Wallet,Bandung,4.7,Selesai,"Mobile App"
854,2025-10-24,Ahmad,"Printer Canon",Elektronik,5,6629300,33146500,0,49909,33196400,E-Wallet,Surabaya,4.8,Selesai,Website
855,2025-10-31,Miko,"Susu UHT 1L",Groceries,2,52861,105722,25,17528,96819.5,E-Wallet,Medan,4.7,Selesai,Website
856,2025-10-30,Gina,"Sabun Muka Garnier",Kecantikan,5,37097,185485,10,34578,201514,E-Wallet,Bali,5,Dikirim,Website
857,2025-10-21,Agus,"Smartwatch Xiaomi",Elektronik,5,13983300,69916400,5,15969,66436600,"Kartu Kredit",Tangerang,3.6,Selesai,"Mobile App"
858,2025-10-02,Budi,"Jaket Hoodie",Fashion,2,167880,335760,0,17301,353061,Debit,Tangerang,4.3,Selesai,"Mobile App"
859,2025-10-31,Ridwan,"TV Samsung 43 Inch",Elektronik,4,10972600,43890400,0,10914,43901300,"Kartu Kredit",Surabaya,4,Selesai,"Mobile App"
860,2025-10-19,Tono,"Lotion Vaseline",Kecantikan,3,270345,811035,10,36646,766578,COD,Bekasi,4.4,Selesai,Marketplace
861,2025-10-22,Edo,"Tepung Terigu 1kg",Groceries,5,160076,800380,0,33329,833709,"Kartu Kredit",Depok,3.7,Dibatalkan,Website
862,2025-10-27,Maya,"Sabun Muka Garnier",Kecantikan,5,251900,1259500,0,43959,1303460,E-Wallet,Bandung,3.9,Selesai,"Mobile App"
863,2025-10-06,Fani,"Celana Jeans",Fashion,3,248507,745521,25,43841,602982,E-Wallet,Jakarta,4.7,Selesai,Website
864,2025-10-08,Rahmat,"TV Samsung 43 Inch",Elektronik,4,3052100,12208400,10,25841,11013400,"Kartu Kredit",Medan,4.7,Selesai,Marketplace
865,2025-10-05,Citra,"Laptop Asus",Elektronik,1,1247830,1247830,5,30465,1215900,E-Wallet,Bali,3.6,Selesai,Website
866,2025-10-17,Tono,"Kaos Polos",Fashion,5,67619,338095,15,10564,297945,Debit,Bekasi,4,Selesai,Marketplace
867,2025-10-31,Andi,"Lipstik Wardah",Kecantikan,2,85548,171096,10,19118,173104,Debit,Bekasi,3.6,Dikirim,"Mobile App"
868,2025-10-21,Dina,"Tepung Terigu 1kg",Groceries,3,298311,894933,0,48023,942956,"Kartu Kredit",Surabaya,4.9,Selesai,"Mobile App"
869,2025-10-23,Tari,"Sendal Adidas",Fashion,2,39895,79790,0,33151,112941,E-Wallet,Surabaya,4.2,Selesai,Website
870,2025-10-27,Bella,"Lotion Vaseline",Kecantikan,5,140250,701250,0,20432,721682,COD,Bali,4.7,Selesai,"Mobile App"
871,2025-10-25,Farah,"Tas Kulit",Fashion,2,259133,518266,0,31408,549674,COD,Jakarta,4.8,Dikirim,"Mobile App"
872,2025-10-21,Eka,"Telur 1kg",Groceries,3,124743,374229,10,41400,378206,"Kartu Kredit",Bekasi,4.4,Selesai,"Mobile App"
873,2025-10-05,Tia,"Parfum Dior",Kecantikan,5,268939,1344700,15,40489,1183480,Debit,Tangerang,3.5,Pending,Website
874,2025-10-05,Gina,"Kaos Polos",Fashion,5,294501,1472500,0,35464,1507970,E-Wallet,Bali,3.7,Selesai,"Mobile App"
875,2025-10-25,Wulan,"Minyak Goreng 2L",Groceries,3,26043,78129,0,30409,108538,E-Wallet,Tangerang,4.1,Selesai,"Mobile App"
876,2025-10-29,Sari,"Blender Philips",Elektronik,4,2369950,9479790,0,17741,9497530,E-Wallet,Bali,4.8,Dibatalkan,Website
877,2025-10-28,Maya,"Telur 1kg",Groceries,2,194381,388762,0,16960,405722,Debit,Bekasi,3.8,Selesai,"Mobile App"
878,2025-10-20,Mega,"Minyak Goreng 2L",Groceries,5,207897,1039480,25,44323,823937,COD,Bali,3.6,Dikirim,Marketplace
879,2025-10-09,Rina,"Tas Kulit",Fashion,2,78427,156854,5,29811,178822,"Kartu Kredit",Depok,3.8,Selesai,"Mobile App"
880,2025-10-05,Mega,"Laptop Asus",Elektronik,3,4676360,14029100,0,13528,14042600,Debit,Medan,4.8,Pending,"Mobile App"
881,2025-10-20,Miko,"Masker Naturgo",Kecantikan,1,141823,141823,5,31108,165840,Debit,Jakarta,4.2,Selesai,Website
882,2025-10-12,Miko,"Masker Naturgo",Kecantikan,3,267259,801777,10,38894,760493,Debit,Surabaya,3.9,Selesai,Marketplace
883,2025-10-09,Nadia,"Speaker JBL",Elektronik,4,2514570,10058300,10,25875,9078330,E-Wallet,Bekasi,4.6,Dikirim,Website
884,2025-10-27,Mega,"Air Mineral 6L",Groceries,3,81723,245169,5,12960,245871,Debit,Depok,3.9,Selesai,Website
885,2025-10-12,Rifki,"Shampo Pantene",Kecantikan,3,216285,648855,5,11607,628019,"Kartu Kredit",Bekasi,3.7,Dibatalkan,"Mobile App"
886,2025-10-12,Asep,"Sweater Rajut",Fashion,2,241836,483672,5,30277,489765,Debit,Medan,4.4,Selesai,"Mobile App"
887,2025-10-18,Nadia,"Kemeja Putih",Fashion,1,159731,159731,0,28904,188635,"Kartu Kredit",Surabaya,4.1,Selesai,"Mobile App"
888,2025-10-30,Dewi,"Susu UHT 1L",Groceries,1,175251,175251,5,14609,181097,E-Wallet,Surabaya,4.3,Selesai,Marketplace
889,2025-10-28,Ridwan,"Serum Wajah",Kecantikan,2,196894,393788,10,19881,374290,COD,Bekasi,4.8,Selesai,"Mobile App"
890,2025-10-26,Fauzan,"Serum Wajah",Kecantikan,1,29890,29890,0,42472,72362,"Kartu Kredit",Depok,3.9,Selesai,Website
891,2025-10-20,Andi,"TV Samsung 43 Inch",Elektronik,2,6534350,13068700,0,24647,13093300,COD,Medan,3.6,Dikirim,"Mobile App"
892,2025-10-16,Rizky,"Beras 5kg",Groceries,3,91622,274866,10,41486,288865,Debit,Bandung,3.7,Dikirim,"Mobile App"
893,2025-10-28,Agus,"Sabun Muka Garnier",Kecantikan,3,92420,277260,0,23812,301072,E-Wallet,Bandung,4.2,Selesai,Website
894,2025-10-10,Rara,"Kipas Angin Miyako",Elektronik,5,11164700,55823700,25,33348,41901100,E-Wallet,Bandung,3.5,Selesai,Marketplace
895,2025-10-05,Agus,"Jaket Hoodie",Fashion,1,201802,201802,10,41715,223337,"Kartu Kredit",Bali,3.6,Selesai,Marketplace
896,2025-10-21,Lina,"Eyeliner Revlon",Kecantikan,5,106455,532275,15,26430,478864,E-Wallet,Medan,3.5,Dikirim,Marketplace
897,2025-10-06,Anita,"Minyak Goreng 2L",Groceries,5,230185,1150920,10,34020,1069850,COD,Tangerang,4.2,Dikirim,Website
898,2025-10-28,Citra,"Air Mineral 6L",Groceries,2,222046,444092,10,48744,448427,COD,Medan,3.5,Selesai,Website
899,2025-10-14,Rifki,"Kopi Bubuk 1kg",Groceries,2,184523,369046,10,48443,380584,Debit,Surabaya,4.8,Dikirim,"Mobile App"
900,2025-10-01,Citra,"Kemeja Putih",Fashion,3,78487,235461,20,12707,201076,COD,Bekasi,3.9,Selesai,"Mobile App"
901,2025-10-17,Rizky,"Shampo Pantene",Kecantikan,3,241573,724719,10,45976,698223,Debit,Medan,4,Selesai,"Mobile App"
902,2025-10-05,Rina,"Sabun Muka Garnier",Kecantikan,1,75445,75445,0,34163,109608,"Kartu Kredit",Bali,4.4,Selesai,Marketplace
903,2025-10-05,Farah,"Kaos Polos",Fashion,4,46174,184696,15,34415,191407,"Kartu Kredit",Bali,5,Selesai,"Mobile App"
904,2025-10-08,Wulan,"Hair Dryer Philips",Kecantikan,4,213467,853868,15,45117,770905,COD,Bandung,3.8,Selesai,Website
905,2025-10-21,Fauzan,"Serum Wajah",Kecantikan,2,204664,409328,0,32714,442042,COD,Surabaya,3.9,Dikirim,Website
906,2025-10-16,Fajar,"Topi Baseball",Fashion,3,98374,295122,5,37130,317496,COD,Bandung,4.2,Pending,"Mobile App"
907,2025-10-27,Yusuf,"iPhone 15",Elektronik,5,1571310,7856570,0,26567,7883140,COD,Depok,4.5,Selesai,"Mobile App"
908,2025-10-28,Yoga,"Kamera Canon EOS",Elektronik,3,579670,1739010,15,41441,1519600,"Kartu Kredit",Jakarta,4.5,Selesai,Marketplace
909,2025-10-17,Miko,"Gula Pasir 1kg",Groceries,5,193024,965120,0,46551,1011670,Debit,Tangerang,4.5,Selesai,"Mobile App"
910,2025-10-25,Putra,"Kemeja Putih",Fashion,3,235339,706017,0,21211,727228,E-Wallet,Bali,4.5,Dikirim,"Mobile App"
911,2025-10-05,Rahmat,"Kemeja Putih",Fashion,4,97316,389264,25,33617,325565,Debit,Medan,4.4,Dikirim,"Mobile App"
912,2025-10-18,Lina,"Tepung Terigu 1kg",Groceries,1,132761,132761,0,34742,167503,"Kartu Kredit",Bekasi,4,Dikirim,"Mobile App"
913,2025-10-07,Edo,"Pasta Gigi",Groceries,2,40332,80664,10,25505,98102.6,COD,Medan,4.4,Selesai,Marketplace
914,2025-10-06,Agus,"Pasta Gigi",Groceries,3,188776,566328,10,29951,539646,Debit,Bali,4.5,Selesai,"Mobile App"
915,2025-10-22,Bella,"Masker Naturgo",Kecantikan,5,192744,963720,5,29460,944994,Debit,Tangerang,4.4,Selesai,Website
916,2025-10-14,Adit,"Smartwatch Xiaomi",Elektronik,2,7289940,14579900,5,28914,13879800,COD,Bandung,3.8,Selesai,"Mobile App"
917,2025-10-08,Rara,"Topi Baseball",Fashion,4,135317,541268,10,23589,510730,Debit,Medan,4,Pending,"Mobile App"
918,2025-10-13,Maya,"Eyeliner Revlon",Kecantikan,4,231717,926868,5,22294,902819,"Kartu Kredit",Depok,4.5,Dibatalkan,"Mobile App"
919,2025-10-15,Gina,"Minyak Goreng 2L",Groceries,3,128751,386253,15,20831,349146,Debit,Depok,4.7,Selesai,Website
920,2025-10-09,Adit,"Headset Sony",Elektronik,3,13122500,39367600,15,27676,33490200,COD,Medan,4.3,Selesai,Website
921,2025-10-12,Adit,"Beras 5kg",Groceries,2,168880,337760,0,16870,354630,COD,Depok,4.9,Dibatalkan,"Mobile App"
922,2025-10-09,Putra,"Beras 5kg",Groceries,1,65345,65345,5,49534,111612,COD,Bekasi,4.8,Dikirim,"Mobile App"
923,2025-10-31,Tono,"iPhone 15",Elektronik,5,10029000,50145100,0,22579,50167700,E-Wallet,Medan,3.7,Dikirim,"Mobile App"
924,2025-10-31,Siti,"Headset Sony",Elektronik,4,13176300,52705100,0,49390,52754500,E-Wallet,Bandung,3.7,Selesai,Marketplace
925,2025-10-19,Tia,"Kamera Canon EOS",Elektronik,3,1717550,5152640,5,21963,4916970,COD,Jakarta,4.9,Selesai,"Mobile App"
926,2025-10-20,Rian,"Smartwatch Xiaomi",Elektronik,1,4043450,4043450,0,43709,4087160,COD,Depok,3.7,Selesai,Marketplace
927,2025-10-08,Eka,"Lotion Vaseline",Kecantikan,4,108999,435996,0,19711,455707,Debit,Jakarta,4.7,Selesai,Marketplace
928,2025-10-22,Fauzan,"Hair Dryer Philips",Kecantikan,3,289634,868902,10,45902,827914,COD,Bekasi,4.9,Dikirim,Marketplace
929,2025-10-13,Asep,"Kaos Polos",Fashion,5,23554,117770,0,17934,135704,COD,Depok,3.5,Selesai,Website
930,2025-10-22,Rifki,"Masker Naturgo",Kecantikan,4,46811,187244,0,10815,198059,Debit,Depok,4.7,Selesai,"Mobile App"
931,2025-10-15,Mega,"Susu UHT 1L",Groceries,2,177089,354178,5,36607,373076,"Kartu Kredit",Bali,5,Selesai,"Mobile App"
932,2025-10-18,Andi,"Sepatu Nike Air",Fashion,3,239474,718422,5,49069,731570,COD,Bali,4.4,Selesai,Website
933,2025-10-08,Dewanto,"iPhone 15",Elektronik,1,8115030,8115030,5,41881,7751160,COD,Bekasi,4.2,Selesai,Website
934,2025-10-14,Adit,"Susu UHT 1L",Groceries,5,87479,437395,10,30567,424222,COD,Tangerang,4.7,Selesai,"Mobile App"
935,2025-10-13,Desi,"Masker Naturgo",Kecantikan,5,203073,1015360,25,26287,787811,Debit,Surabaya,4.8,Selesai,Marketplace
936,2025-10-09,Maya,"Kipas Angin Miyako",Elektronik,2,14116300,28232700,10,12047,25421400,E-Wallet,Bali,4.4,Pending,Marketplace
937,2025-10-23,Maya,"Serum Wajah",Kecantikan,2,72648,145296,10,39559,170325,E-Wallet,Jakarta,3.6,Selesai,Website
938,2025-10-21,Tia,"Sweater Rajut",Fashion,5,278283,1391420,20,32482,1145610,COD,Depok,4.5,Selesai,Website
939,2025-10-08,Rifki,"Kaos Polos",Fashion,3,296421,889263,15,48389,804263,"Kartu Kredit",Bandung,4.7,Selesai,"Mobile App"
940,2025-10-19,Lusi,"Masker Naturgo",Kecantikan,1,110544,110544,5,15403,120420,"Kartu Kredit",Depok,4,Selesai,Marketplace
941,2025-10-19,Farah,"Tepung Terigu 1kg",Groceries,5,75858,379290,5,49432,409758,COD,Medan,4.9,Dikirim,"Mobile App"
942,2025-10-16,Wulan,"Susu UHT 1L",Groceries,4,175303,701212,0,22222,723434,Debit,Tangerang,4.6,Selesai,Marketplace
943,2025-10-15,Tari,"Laptop Asus",Elektronik,3,7106500,21319500,5,44481,20298000,COD,Bali,3.8,Selesai,Website
944,2025-10-20,Putra,"Tas Kulit",Fashion,3,239082,717246,5,13544,694928,Debit,Tangerang,4.3,Selesai,"Mobile App"
945,2025-10-15,Bella,"Kopi Bubuk 1kg",Groceries,3,153923,461769,20,13909,383324,E-Wallet,Bekasi,4.2,Dikirim,"Mobile App"
